domain,Char_clean,Words_clean,Tokens
seidat.com,2895,465,506
seipa.fi,56,10,10
seitatech.fi,1052,154,170
seke.fi,180,29,30
sekel.fi,1087,204,208
seksuaaliterveysklinikka.fi,71,13,13
selcast.fi,669,101,119
selda.ai,4795,813,882
selectam.io,2691,412,429
selectedbrands.com,819,131,142
selenecreative.com,202,39,41
selenpartners.fi,29,6,6
selflystore.com,1169,193,202
selisa.fi,489,82,91
sellai.ai,6015,987,1051
sellforte.com,8428,1278,1422
sellomatic.fi,5977,974,1032
selma.io,2025,352,377
selmic.com,560,81,90
semeai.fi,48,8,11
semicolon.fi,37,5,5
semikron.com,3929,574,647
semiqon.tech,367,55,61
semperfidelis.fi,202,39,41
senfit.com,860,132,142
senioriseura.com,202,39,41
senop.fi,547,76,84
sensapex.com,672,85,101
senseart.pro,29,6,6
sensible4.fi,1803,262,271
sensofusion.com,997,151,170
senson.fi,600,91,99
sensorfleet.com,1145,176,188
sensorfu.com,1227,201,220
sensotrend.com,265,42,48
senvietsuomi.com,1841,299,334
seotarvasjoki.fi,115,21,21
sepperi.com,71,13,13
seppo.io,3644,513,547
seppomantyla.fi,47,6,17
sepponenenterprises.com,43,7,7
septidin.fi,71,13,13
seqvera.com,956,144,161
serahelsinki.com,1257,207,228
seraste.fi,2066,268,290
seriously.com,1231,235,259
seroy.fi,43,7,7
sertifer.fi,937,131,148
sertifikaatti.fi,46,8,8
sertio.fi,3871,628,665
servemedia.fi,156,26,28
serviceautomatics.com,1046,159,162
servixo.net,164,28,28
sesign.fi,1279,225,338
sete.fi,173,35,56
setera.com,1285,176,193
setup.fi,42,7,8
seugolaid.fi,71,13,13
seurakuntaopisto.fi,15879,2347,3449
sevenfellsup.com,749,134,149
sevenhelsinki.com,438,75,77
seventhsense.fi,202,39,41
sfactorcompany.com,12343,2006,2043
sfgyhtiot.fi,2076,336,348
sgeo.fi,5559,814,878
sgs.fi,16,4,4
sh-publishing.com,2842,485,619
shamal.fi,26,6,6
shamanicpath.fi,202,39,41
sharetribe.com,2821,441,460
sharpershape.com,2880,436,451
sharpestnote.com,199,33,39
shaw.fi,2055,308,328
shbenergy.com,3389,524,551
shellam.com,66,12,14
shepartner.fi,26,6,6
shiksha.fi,29,6,6
shinebykati.fi,35,5,6
shiniedesign.fi,58,11,11
shipfix.fi,432,68,73
shippalette.fi,1508,212,222
shipping.ee,2570,396,416
shivergames.com,4657,815,889
shoeslikecandy.com,66,12,13
shook.digital,835,124,132
shopofgood.com,2286,372,379
shoptetuan.fi,375,61,76
shotscoretimer.com,48,10,10
shouthill.fi,2226,337,358
showandsell.fi,1812,346,361
showell.com,5168,857,910
showerloop.org,1848,329,347
showheroes.com,1543,238,255
showmoor.com,37,5,5
shsoy.fi,152,26,28
si-construction.com,37,5,5
si-fab.com,32,6,6
si6nal.com,1896,281,298
sibbomedicaldevices.com,6369,998,1185
sibesonke.com,223,33,38
sideshowbrew.com,1543,264,284
sidora.fi,314,49,54
sidos.com,1752,283,296
siebeprojects.com,1578,229,238
siecedu.com,391,63,70
sieidi.com,222,42,42
sieriporo.com,1202,184,263
siesta.fi,180,29,30
sievo.com,6471,963,1036
sifix.fi,447,83,86
sigg.fi,32,6,6
siggpac.fi,32,6,6
sigmapolymergroup.com,221,40,45
signaalioy.com,32,6,6
signanthealth.com,1842,272,279
signet.fi,283,49,51
signmarkproductions.com,1402,250,297
siili.fi,1815,277,290
siilinautomyynti.fi,171,27,28
siinne.com,32,6,6
siitarinen.fi,26,6,6
siivouskaveritoy.fi,35,7,9
siivouspalveluminhof.fi,184,39,42
siivoustahtipoly.fi,49,9,9
silabs.com,2865,425,438
silaskivi.com,230,38,47
silcube.com,815,111,121
silecosmetics.fi,33,6,9
silentowlfilms.com,454,80,81
silenzosleep.com,73,14,15
silicom.fi,274,41,50
siliconeexpress.blogspot.com,4167,660,1048
siliconplex.com,236,39,39
silkroad.fi,197,28,33
sillaikai.com,237,41,41
sillisatama.fi,271,42,44
sillmanark.com,46,8,8
silmufilms.com,1047,171,187
siltai.app,869,147,151
siltalanguage.com,1010,154,165
siltasaarenvoima.fi,49,8,10
silvaforma.net,101,17,17
silvana.fi,545,75,78
silvastcreative.com,1164,187,227
silver-auto.fi,234,41,45
silverclothing.fi,32,6,6
silverfoxcontrollers.com,1175,166,193
silverzombie.fi,2787,448,465
silverzonegames.com,553,91,96
sim-e.com,85,12,13
simanalytics.com,2045,291,299
simeliussimelius.com,701,116,159
simmonsfb.com,202,39,41
simoarolaclothing.com,197,30,30
simplecast.com,3035,503,565
simplifio.io,125,20,21
simpsoncapital.eu,1968,310,314
sincotron.eu,1543,222,244
sineco.fi,885,136,149
singa.com,482,84,92
singhaclub.com,3170,534,567
singularitydesigns.fi,929,140,148
sinica.fi,202,39,41
siniscape.com,84,12,13
siniteq.com,306,54,57
sinkko.fi,46,8,8
sinnastudios.fi,912,169,178
sintech.fi,2470,371,385
sintrol.com,7214,1116,1264
sinunpsykologi.fi,185,42,43
sinunrakkaus.fi,391,63,70
sinuntilit.fi,178,37,58
sioenballistics.com,693,106,107
sipoonpuutuote.fi,87,16,16
siptronix.com,451,75,99
siqbasketball.com,435,71,75
siqni.fi,1495,196,377
sirenco.fi,50,10,10
sirumobile.com,372,56,62
sisco.fi,49,9,9
sisuadigital.com,71,13,13
sisuman.com,5213,958,1008
sisura.fi,87,16,16
sisustus1.fi,17022,2366,4042
sisustusmainio.fi,29,6,6
siteledger.io,43,8,9
sitelogic.fi,8496,1208,2264
sitetracked.com,204,34,36
siula.fi,51,10,10
sivustomme.fi,124,27,27
sixones.fi,155,25,27
sixtyeightnorth.com,1731,288,300
sizeme.com,3883,622,656
sjovagen.fi,147,28,28
sk-monitoimialat.com,71,13,13
skabma.fi,1650,269,315
skadioy.com,1828,331,339
skandal.tech,1931,280,285
skanfix.com,7364,1224,1284
skant.fi,32,6,6
skenariolabs.com,3129,462,478
sketchboard.io,3431,555,604
sketuri.com,492,71,77
skillzgym.fi,371,54,65
skinnyfat.fi,111,20,21
skinsauna.gg,879,147,160
skintiger.com,71,13,13
skirp.fi,6897,1185,1288
skisaariselka.fi,32,6,6
skjoku.fi,155,25,27
skone.fi,497,98,107
skontoprefab.lv,119,23,23
skriptit.fi,453,75,80
skulleimplants.com,2146,337,376
skyat.io,1190,195,229
skybornrenewables.com,422,68,81
skycat.pro,2265,383,425
skycode.fi,3320,525,559
skydio.com,1619,277,287
skyfirevillage.com,5806,964,1055
skyfora.com,3170,464,509
skylo.tech,4291,649,666
skymainostalo.fi,46,8,12
skynetti.fi,41,8,10
skyreachrelocations.com,32,6,6
skyshore.co,537,78,78
sl-shiplog.net,2651,395,504
sla.fi,180,29,30
slab.fi,26,6,6
slamwres.com,1613,264,282
sleekdesign.fi,29,6,6
sleipner.com,2226,333,377
sleipner.fi,2226,333,377
slg.consulting,5063,781,804
slide.fi,43,7,7
slidetec.fi,206,37,39
slipcreative.fi,10643,1710,1909
slnimport.fi,15,3,3
slobocon.fi,202,39,41
slotti.fi,75,10,13
slowforest.com,7389,1226,1300
slpalvelut.eu,52,9,13
slpstudio.com,76,12,12
slurrymaster.eu,132,21,21
slush.org,1735,283,315
smak.fi,729,127,129
smakbyn.ax,861,157,175
smallerthanthree.fi,181,35,36
smallgiantgames.com,586,98,101
smappy.app,244,48,49
smartersolutions.fi,159,26,27
smartius.fi,3594,579,603
smartknow.fi,37,5,5
smartlean.fi,71,13,13
smartly.io,2159,358,366
smartmarketing.ee,3303,575,637
smartmatch.fi,78,14,21
smartmentoring.com,2230,386,396
smartmile.eu,3535,543,583
smartmoss.com,278,43,49
smartpark.fi,81,15,16
smartpositiveions.com,1004,138,149
smartriders.shop,225,40,44
smartshipsystems.com,86,14,14
smartstorify.ai,3068,429,479
smartsymptomcheck.com,117,19,20
smartwear.fi,224,43,43
smartworks.fi,47,12,12
smcoy.fi,373,59,65
smerud.com,2949,450,501
smile.fi,419,65,69
smilee.ai,1997,294,309
smoothly.fi,1191,179,186
smp-arboristit.fi,1266,192,192
smt-systems.com,54,10,12
snakeliner.com,18,5,5
snellmarine.eu,507,62,72
snickerbo.fi,184,38,42
snoutic.com,71,13,13
snowball.fi,34,4,4
snowballgrowthpartners.com,37,5,5
snowdaledesign.fi,2352,390,450
snowgrains.com,2515,436,478
snowin.fi,3912,623,704
snowlightgames.com,333,59,62
snowvillage.fi,154,29,33
so-fia.co,5089,840,903
socialfirstgames.com,2154,349,397
socialsense.fi,769,115,119
socras.com,442,60,66
socrates.fi,885,135,139
sodder.fi,57,8,8
sodeca.com,47,7,8
sodelicate.fi,202,39,41
soderstromcapital.com,887,131,141
sofecta.com,3747,598,624
sofectalabs.io,447,62,67
sofia.fi,32,6,6
sofiailmonen.com,1194,173,193
sofica.fi,405,64,67
sofigate.com,3181,507,537
sofiperikangas.com,1933,286,312
sofokus.com,16198,2206,4014
sofokusventures.com,3824,587,601
sofra.fi,38,8,9
softability.fi,1239,187,191
softagram.com,1190,184,194
softakom.fi,67,13,13
softcen.com,97,13,15
softconsult.fi,225,40,44
softdev.fi,28,3,3
softeco.com,859,130,155
softico.fi,575,81,87
softigo.fi,116,18,27
softmagic.fi,32,6,6
softros.com,56,9,11
softwarefinland.fi,10087,1293,2995
softwareone.com,28,5,5
sohvapojat.fi,71,13,13
sohvi.fi,4125,673,721
soilence.com,5628,791,836
soilscout.com,635,98,107
soilwatch.eu,162,20,23
soitto.net,718,117,118
sojuz.fi,202,39,41
sokasaari.fi,192,37,44
sokeripalatalo.fi,113,18,18
sokolsecurity.fi,171,27,28
solable.fi,200,34,46
solaforce.com,6479,1049,1083
solano20.com,153,25,32
solar-arena.com,1001,168,175
solaractor.com,18,5,5
solarfoods.fi,1144,186,194
solarstore.fi,171,27,28
solartukku.fi,180,29,30
solarwatersolutions.fi,2967,447,498
solciel.com,355,64,67
solder.fi,1155,186,246
soldit.fi,60,13,13
solenis.com,12537,1947,2044
solertium.fi,87,16,16
soletairpower.fi,2494,385,422
solexo.fi,202,39,41
solidplan.fi,682,108,115
solidroam.com,5926,926,1024
solidshoots.fi,44,8,10
solina.com,1329,214,225
solinarecords.com,30,4,5
solisdisplay.com,71,13,13
soliver.fi,65,11,13
solmark.fi,1351,221,229
solmust.com,706,125,134
sologrey.fi,327,50,58
solteq.com,841,124,130
solubiologipalvelu.fi,89,17,17
solugenomics.com,1155,173,201
soluling.com,3140,495,550
solutica.fi,1134,156,167
solutiongrow.com,32,6,6
solved.fi,2192,336,346
solventum.fi,104,14,14
somabrain.com,797,118,130
somateq.com,1450,195,197
some4us.com,1985,317,321
somemotion.fi,202,39,41
somes.fi,1120,188,190
somesto.com,3304,605,619
somic.fi,538,87,91
somneia.com,87,18,18
somusicfinland.com,100,18,23
sonderdesign.org,660,89,92
songhorn.com,4309,709,731
soniclake.com,244,39,42
sonicnomadsaudio.com,86,16,20
sonnenland.fi,178,38,39
sonnfish.fi,32,6,6
sonofapunch.com,1099,182,187
sonolink.ai,1265,188,212
soomamedical.com,2331,366,418
sopaston.com,46,6,6
sophiesentertainment.com,2679,416,465
sopia.io,529,79,103
sopimustehdas.fi,170,25,47
sopivashop.fi,29,6,6
sork.xyz,38,8,8
sorkkarauta.com,202,39,41
soromnoo.com,181,35,36
sorsadynamics.com,71,13,13
sorvimo.com,484,75,78
sorwi.fi,1008,164,176
sos-lapsikyla.fi,20531,2861,4941
sotamaa.fi,1107,159,255
sotamaa.net,1129,172,203
sotning.fi,1152,152,570
souk.fi,202,39,41
soulmamaarts.com,3845,597,867
soulman.fi,556,90,99
sounda.fi,55,7,8
soundbynature.com,155,25,27
soundim.fi,805,133,139
souriana.fi,73,15,15
southeastloading.fi,879,150,154
souvenirshelsinki.com,166,27,31
sovellustalo.fi,61,11,12
sowellus.fi,10593,1694,1907
sp-enterprises.fi,695,109,117
sp-yhtiot.fi,75,14,14
spacademy.fi,4043,564,719
space2.fi,215,31,33
spacent.com,2671,442,466
spacetime.eu,191,29,30
spacezoo.fi,1572,236,243
sparaenergia.com,1212,208,218
sparal.fi,454,80,81
sparkco.app,91,13,21
sparkcreators.fi,926,149,179
sparklike.com,8832,1411,1588
sparkmind.vc,1320,207,207
sparkplusboom.com,6299,958,981
sparkstudio.eu,32,6,6
sparkter.com,2315,325,346
sparria.fi,809,142,147
spatial8.com,455,81,85
spatineo.com,2827,403,464
spear.fi,2626,385,430
specialtybolt.com,387,54,57
specim.fi,37,5,5
specsavers.fi,171,27,28
specstep.com,5045,853,900
spectacularai.com,3136,501,610
spectrumracing.net,2479,378,402
speditors.com,4688,663,685
speedhooked.com,54,9,12
speedymarket.com,9010,1309,2149
spektrolit.io,588,107,109
spiikit.com,181,34,34
spikycaterpillar.com,3893,691,754
spimode.com,50,9,12
spindrive.fi,32,6,6
spinnova.fi,4551,757,823
spintegration.fi,1493,206,232
spinunit.org,71,13,13
spinverse.com,4183,605,626
splend.fi,1871,314,344
splitly.fi,1360,221,221
spogen.ai,6229,953,1016
spoonagency.fi,500,80,81
spoonfactory.fi,3443,492,504
spoonfoodgroup.com,155,29,34
sportapost.com,119,17,19
sportcontent.fi,848,118,160
sportii.app,409,69,69
sportmixteam.com,1104,177,191
sportstelecom.com,540,84,86
sportta.fi,582,92,95
sporttest.fi,202,39,41
sportyoga.fi,37,6,13
spotify.com,2240,310,622
spotlessteabag.com,231,35,37
spottheorangegames.com,453,81,87
springnetsolutions.com,1824,237,263
springservice.fi,202,39,41
sprintlyworks.com,2312,338,360
sproutverse.fi,101,17,21
spx.graphics,5166,853,914
sr-instruments.com,755,114,133
srcrakennus.fi,78,14,14
srcry.fi,270,52,60
srek.fi,391,63,70
srk.com,8900,1274,1389
sscon.eu,115,21,21
ssgsolutions.com,1273,191,196
ssh.com,3283,470,494
ssmwhite.com,202,39,41
sso88.com,3359,565,597
staart.fi,8947,1222,2202
stablenova.fi,71,13,13
stadi.fit,87,16,16
staffbase.com,148,19,20
stafftribes.com,785,130,133
stako.fi,29,6,6
stalls.fi,1132,199,208
stammi.eu,66,12,13
stan.store,47,7,7
stararctichotel.com,32,6,6
starboardagency.net,2246,375,388
starbom.org,831,148,149
starbrite.fi,4693,797,820
starbrix.com,212,33,35
starcart.com,1376,209,233
staria.com,1980,317,333
starit.fi,770,127,129
starkko.fi,171,27,48
starmakes.fi,574,83,86
starpolar.fi,29,6,6
startconsulting.fi,2236,325,338
startnorth.com,1481,237,246
statfinn.fi,366,55,57
statkraft.com,1383,224,271
statsit.com,5092,818,856
statzon.com,2620,407,422
staycity.com,401,65,69
stayify.com,1043,162,169
stayingbee.com,8227,1328,1436
staylapland.com,119,18,24
steadyenergy.com,2339,361,378
steamlane.com,355,64,67
steammotor.fi,170,25,47
steamnheat.com,374,55,55
steamrail.fi,32,6,6
steanalytics.com,1982,309,310
stecos.fi,32,6,6
steelcobelimed.com,4060,567,689
steelminds.fi,202,39,41
steelmountain.fi,34,6,6
steelside.fi,26,6,6
steelvision.fi,32,6,6
steerpath.com,7590,1303,1359
steinheide.com,1913,299,303
stemschoolfinland.com,353,57,59
stena.net,71,13,13
stenmanminerals.fi,8282,1211,1340
stenqvist.com,366,54,60
stepbeyond.eu,1356,214,216
stepsahead.fi,71,13,13
stereoscape.com,2849,403,421
sterlights.com,3434,545,574
stevill.com,216,39,44
sthlmretailstaff.se,1544,229,250
stickypaws.fi,49,7,13
stiga.fi,34140,5122,7714
stilrent.fi,1458,210,237
stmy.fi,32,6,6
stngroup.fi,807,137,157
stockas.fi,1780,271,366
stofix.com,2451,401,449
stonefilms.fi,491,78,82
stoneplan.fi,43,7,7
stoneroom.fi,202,39,41
storaenso.com,171,27,28
storbis.com,48,8,9
stortoppen.com,53,9,13
storydrops.app,1337,246,253
strahlmann.com,155,25,27
strandservice.fi,202,39,41
straquest.com,1793,274,284
strategicaccounting.fi,202,39,41
strategyfirst.net,1605,221,231
stratisintel.com,1512,202,218
stratokraft.fi,123,22,28
stratur.fi,5575,881,906
streamfestival.org,454,80,81
streetbarbell.com,47,8,10
streetmovies.se,22,4,4
streetpharm.fi,75,14,16
strengbergs.fi,795,125,152
stretta-artists.com,199,33,41
strobotnik.com,711,101,111
strobotti.com,255,51,53
strokeplan.com,39,5,11
stromma.fi,26052,3909,4674
stromso.fi,9027,1516,1746
strongest.fi,361,59,61
stronglegal.fi,1856,296,319
strossle.com,2485,434,436
struklio.com,3322,605,623
strukturadesign.com,74,13,21
struktuuri.fi,164,29,29
strutsbar.fi,713,125,156
stsgroup.ie,3361,498,523
studego.com,1522,272,283
studio-apd.com,2787,465,465
studio555.io,1636,255,309
studioandrei.fi,616,111,145
studiodonkey.com,565,86,91
studioelanhelsinki.com,32,6,6
studiofinna.com,680,105,113
studiogoldsmith.fi,205,30,35
studiohh.fi,549,90,92
studiokalevankatu.com,884,144,150
studiokaura.com,228,38,52
studiokindly.fi,26,6,6
studiokukkapuro.com,1798,298,382
studiokummatus.wixsite.com,395,66,68
studiolaaya.com,123,21,22
studiolamea.com,51,9,10
studiomaai.com,412,67,71
studionaturalia.fi,32,6,6
studiopalinpera.com,274,49,51
studioplay.fi,46,8,8
studiopuisto.fi,806,117,117
studiosiru.com,847,122,149
studiotempo.fi,32,6,6
studioterra.fi,71,13,13
studiotiiu.fi,83,12,13
studiovoid.fi,37,5,5
studiowase.com,1168,208,245
stukinternational.fi,1526,206,217
stuntfreaksteam.org,106,21,22
stupidella.com,1185,188,208
stylebundle.com,921,164,166
sud.fi,1093,207,211
sufhelsinki.com,1254,219,255
sugardaddiesco.com,71,13,13
sugarhelsinki.com,2760,414,430
suitsupply.nl,2581,442,444
sukelluskotka.fi,32,6,6
sukula.com,1649,302,358
sulake.com,897,154,174
sulattamo.fi,97,15,15
sulava.com,719,115,122
suloxi.fi,66,12,14
sumama.fi,2561,395,464
sumicraft.wixsite.com,1869,279,290
sumilayi.fi,245,45,62
sumino.fi,236,37,43
summa.bio,626,94,99
summa.fi,1457,231,242
summalaconsulting.com,84,11,12
sumo.app,1531,257,275
sumulogistics.com,1444,198,225
sunandsnowweddings.com,1731,334,353
sunborn.com,1084,162,166
sundex.fi,111,20,21
suneffects.fi,50,6,7
sunnys.fi,155,25,27
sunotek.fi,32,6,6
sunriseflow.fi,3273,437,452
sunroof.fi,30,6,10
sunsenergy.com,4652,693,736
suntown.fi,320,56,56
sunvoima.fi,29,6,6
suocommerce.com,81,13,13
suocon.com,809,142,147
suojaapuhelin.fi,247,44,44
suojax.com,809,142,147
suomenenergiaexpertti.fi,910,130,225
suomeneventlogistics.com,714,103,113
suomenkurssi.fi,2857,484,506
suomenmaastovaruste.com,32,7,7
suomenmusiikki.fi,40,5,5
suomenpalo-ovituotteet.fi,145,21,26
suomensahat.fi,32,6,6
suomensammutinhuolto.fi,37,5,5
suomenstandupclub.fi,32,6,6
suomi-fishing.com,15949,2738,3035
suomishippingservices.fi,870,137,147
suomisolar.fi,29,6,6
suomistore.com,391,63,70
suomityres.fi,2058,324,333
suomukka.com,202,39,41
suomzilla.com,103,14,18
suonpaayhtiot.fi,78,14,14
suonteenvesiosuuskunta.com,71,13,13
suosil.com,2737,429,466
supcon.fi,3050,451,649
super8andtab.com,1620,251,286
superascended.com,319,53,59
superbrain.fi,49,11,13
supercell.com,312,57,62
supercrush.fi,32,6,6
superdoob.com,211,32,33
superflash.io,649,101,107
superflies.com,2728,488,514
superfolders.com,2482,409,419
superground.com,730,102,107
superhood.com,19,2,3
superjamppi.gg,202,39,41
supermetrics.com,131,18,21
supermind.com,1155,184,196
supernftsociety.com,37,5,5
supernomial.co,1682,249,278
superoperator.com,2502,403,415
superplusgames.com,404,68,72
superpurku.fi,391,63,70
superrealtor.ai,2027,338,360
supersight.fi,89,13,14
superson.fi,3020,484,509
superstre.am,278,42,45
supersuper.fi,29,6,6
supervi.fi,28,5,5
supervoima.ai,1011,167,181
superyellow.fi,1357,223,270
supjarvenpaa.fi,34,6,6
supp.fi,40,7,11
supponor.com,1419,212,224
surfhouseconcept.com,2619,417,469
surfshackturku.com,1238,238,258
surgeryvision.com,202,39,41
surgifymedical.com,77,12,12
surveypal.com,2890,457,490
survivejs.com,2161,355,384
susannasivonen.com,1337,204,213
sushisama.fi,257,34,48
susimaa.com,3828,661,774
sustainablegamesalliance.org,9080,1404,1451
sustainabuild.eu,481,74,78
sustinerico.com,68,13,13
suurituntematon.com,2768,394,758
suutarikeskus.com,1565,211,228
suvas.fi,123,23,24
suves.fi,391,63,70
suvihannus.com,2044,355,376
suvilumi.fi,1088,157,171
sv-shocks.com,680,107,113
svahn.fi,32,6,6
svalbo.fi,15066,2337,2721
svalneratlas.com,724,108,123
svartrecords.com,175,29,29
svk-valves.com,377,58,64
svp.fi,180,29,30
sw-tech.fi,74,11,16
swa.fi,1194,158,201
swadnepal.fi,252,39,51
swanitgroup.com,1967,311,344
swanmedica.fi,170,25,41
swappie.com,83,14,18
swedbank.fi,1005,151,168
swh.fi,132,18,31
swingwise.xyz,801,136,137
swipit.fi,1293,216,229
swire-re.com,1335,193,215
swisscyberinstitute.com,771,117,129
swizchem.com,2822,383,439
swordschool.com,2299,379,398
sws.fi,202,39,41
sxf.fi,78,14,14
sydanjuuret.fi,71,13,13
sygeny.com,2090,303,321
sylt.fi,3163,506,590
sylviasalow.com,6308,1062,1151
symppispalvelut.fi,71,13,13
synbiopowerlabs.com,474,72,82
synchronia.fi,729,101,107
syncle.com,817,118,121
syncore.golf,7015,1093,1151
syncsharp.com,42,6,6
syndalytics.com,28,5,9
synergi.so,4733,802,848
synexagroup.com,272,38,40
synlig.fi,37,5,5
synnytyskota.fi,111,20,21
synoste.com,1538,219,226
syntask.co,2833,393,405
syrisyri.com,71,13,13
sysmantilipalvelut.fi,71,13,13
sysnor.fi,1538,239,262
systematic.com,3230,462,520
systemus.fi,339,50,54
sytyta.fi,202,39,41
t-systems.fi,4134,641,687
t2.fi,1369,228,238
t4bs.com,49,8,9
t_sm_rekry.fi,111,20,21
ta-machines.com,1584,226,359
taajuudella.fi,1806,317,350
taaleri.com,1745,264,296
taaza.food,164,28,28
tabant.fi,71,13,13
tabnomous.com,585,90,94
tackangle.com,1428,218,250
tactotek.com,12651,1973,2191
tae.fi,180,29,30
taegenarkkitehdit.fi,110,18,19
taeme.fi,71,14,14
tag-go.com,49,10,11
tagaxlegames.com,392,71,75
tahkaosk.fi,51,12,15
tahkokallio.fi,55,10,12
tai-ka.fi,4466,715,1008
tai.ga,5768,854,910
taidetila.com,180,39,40
taifin.com,49,9,9
taigaconcept.fi,758,112,127
taigatrust.com,464,77,81
taigausko.com,758,129,158
taika3d.com,1380,211,212
taikacamping.fi,159,27,34
taikapictures.com,26,6,6
taikoa.com,6551,916,986
taikoilevi.fi,3924,616,700
taikon.fi,192,37,44
tailor.guide,153,27,32
taisia.fi,69,12,12
taistoguitars.com,3287,503,527
taiteo.fi,210,29,35
taiteoy.fi,187,20,66
taitopilvi.fi,4165,604,661
taitosatama.fi,2630,407,505
taivas.fi,2353,364,378
taivo.fi,272,47,50
tajaroma.fi,32,6,6
tajindianrestaurant.fi,1144,187,239
takaco.fi,164,27,65
takanen.fi,112,23,38
takauma.fi,1110,174,183
taketwo.fi,319,52,64
takoagrowth.fi,37,5,5
takomogolf.com,135,25,25
taksikuriirit.fi,202,39,41
taksistyynela.fi,83,12,13
takura.fi,181,29,31
takuuhuolto.com,22,4,4
talaselectric.com,1777,238,247
talenom.fi,13159,2090,2366
talentbee.io,8490,1391,1461
talentdogs.com,2630,420,429
talentnord.com,56,10,10
talentsqrd.com,202,39,41
talesbytrees.com,1415,230,241
talkoopojat.fi,44,8,11
tallenne.com,111,19,25
tallifludabaer.com,71,13,13
talliwist.fi,170,25,47
talokaivo.fi,935,128,253
talonmaalaus.com,32,6,6
talonrakentajat.fi,419,65,69
talooy.fi,581,92,102
talosi.fi,180,29,30
talosivut.net,247,40,40
talousvirta.fi,29,6,6
talousyrittajat.fi,6970,921,1946
taloverkko.fi,202,39,41
talozen.com,374,58,78
talpa.fi,32,6,6
talvea.fi,32,6,6
talvihuhta.com,32,6,6
tamlog.com,306,42,48
tammersoft.com,112,15,20
tammiconsulting.com,610,98,112
tammijoella.com,71,13,13
tamp.fi,171,27,28
tampereensiivousvaline.fi,32,6,6
tamperesocialdancing.fi,664,113,125
tamtron.fi,634,92,95
tamturbo.com,224,36,42
tandoor.fi,1515,237,400
taneliheinonen.com,995,175,181
tanelin.se,1101,207,213
tangled.org,2103,374,398
tanjatornroos.com,3728,589,639
tankbulk.com,71,13,13
tanktwo.com,5168,803,856
tanskanenoy.fi,169,32,54
tanssiakatemia.com,71,13,13
tanssiartesaani.com,533,70,98
tanssikoulukuubamo.fi,29,6,6
taomtips.com,1047,172,195
tapandtable.fi,202,39,41
tapetotape.io,1770,268,284
tapiotechnologies.com,4183,638,683
taplause.com,37,5,5
tapliapp.com,4309,725,763
taproomd20.fi,83,12,13
tarekomran.com,187,27,28
tarento.com,864,142,154
targa.fi,242,48,51
targenta.org,68,12,15
tarina.fi,160,20,35
tarinatalli.fi,346,59,67
tarmamet.fi,68,13,13
tarole.com,45,10,12
tarotpuoti.fi,66,9,15
tarramaa.fi,436,70,73
tarutech.ai,1212,181,188
tarvii.fi,61,12,12
tasekettu.com,101,17,17
taseko.fi,29,6,6
tasepalvelu.fi,218,37,37
task-inservices.com,996,137,161
tasma.ai,3037,442,716
tasolu.fi,1119,143,155
tasomaalaus.fi,155,25,27
tasteravintolat.fi,635,99,145
tasteryproductions.com,3341,535,564
tastesoffinland.com,66,11,11
tattooloungehelsinki.com,37,5,5
tattoomesta.com,45,8,11
tatuka.fi,377,63,79
taukomagazine.com,39,7,8
tavako.com,52,9,9
tavararahaksi.fi,71,13,13
tavex.fi,1613,243,273
tavolobianco.com,344,58,70
taxiagentit.fi,2168,339,386
taxxa.ai,951,147,156
tayskuja.com,357,66,70
taz.fi,8803,1403,1560
tcatering.fi,72,12,13
tcb-flash.com,42,7,8
tclfinland.com,202,39,41
tcs.com,17,4,4
td-edu.fi,37,5,5
tdr.fi,292,43,44
te3mobility.com,32,6,6
teacheracademy.eu,12291,1958,2340
teachergaming.com,1725,294,325
teachlands.com,336,60,63
teakkeri.fi,60,9,18
tealfabric.com,909,136,143
teamfeedback.com,454,80,81
teamingstream.com,466,76,80
teamit.fi,199,28,29
teatimeholdings.com,680,109,128
teatterikouluilmio.fi,71,13,13
teavly.com,26,4,6
tech4pioneers.com,8157,1240,1372
techclass.com,185,30,33
techelp.fi,71,13,13
techenthusiast.com,1284,224,227
techexport.fi,6022,966,1091
techilatechnologies.com,667,102,113
techliid.com,1366,193,211
technocrats.ai,2645,473,482
technopolisglobal.com,1997,322,377
technosmart.fi,857,130,139
techservicesit.se,6707,1013,1044
techspire.io,1151,163,176
techtricks.fi,252,42,48
tedandralphs.com,2369,365,469
teechin.com,202,39,41
teemuilola.com,202,39,41
teemujarvi.com,4382,768,880
teepolku.fi,129,24,24
teesfromhel.com,934,146,201
tehoapps.com,2916,511,524
tehoecu.com,29,6,6
tehovinssi.fi,71,13,13
teikkari.fi,29,6,6
teito.fi,95,14,16
tekdome.fi,19,3,6
teklabs.com,346,51,53
teknarit.fi,149,29,29
teknolinja.com,101,17,17
teknondt.com,87,18,18
teknoware.com,671,100,110
telavox.fi,13094,2122,2382
televirta.fi,1719,258,296
telinetukku.fi,71,13,13
telkanpesa.fi,71,13,13
telko.com,2326,378,414
telluson.fi,148,23,35
temet.com,440,73,76
temnikova.ee,75,13,19
tempcoat.fi,65,9,20
tempnor.fi,391,63,70
temporel.fi,43,8,8
tenderfinland.fi,2637,445,514
tensori.fi,106,18,18
teollinenmarkkinointi.fi,1219,177,318
teollisuuskopla.com,22,4,4
teonsana.fi,32,6,6
